,_id,author,sentiment,time,tweet,url,a_id,title,date_written,org,t_id,candidates
20702,691021143403266049,14365762,Neutral,2016-01-23 00:00:00,"Donald Trump: I Could 'Shoot Somebody, And I Wouldn't Lose Any Voters' https://t.co/72Lth6NYCm #politics",http://www.npr.org/sections/thetwo-way/2016/01/23/464129029/donald-trump-i-could-shoot-somebody-and-i-wouldnt-lose-any-voters,d57bd387f07fea1f25617170be64526e,"Donald Trump: I Could 'Shoot Somebody, And I Wouldn't Lose Any Voters'",2016-01-23 22:00:00,npr,691021143403266049,01000
20763,725268063038377985,14365762,Neutral,2016-04-27 00:00:00,Trump to deliver foreign policy address in Washington https://t.co/fXyCovb2hF #politics,http://www.cnn.com/2016/04/27/politics/donald-trump-foreign-policy-speech/index.html,2027bed2857ccd86fb5e335f73b99905,Trump to deliver foreign policy address in Washington,2016-04-27 11:12:41,cnn,725268063038377985,01000
20816,688167652599017474,14365762,Positive,2016-01-16 00:00:00,Trump and Cruz: The Populist vs. The Preacher https://t.co/jHqQbaUTeD #politics,http://www.cnn.com/2016/01/15/politics/donald-trump-ted-cruz-populist-vs-preacher/index.html,3c02b4a12e7a05989ee662adca2afa28,Donald Trump and Ted Cruz: The Populist vs. The Preacher,2016-01-16 00:50:46,cnn,688167652599017474,01000
20889,698345513792495617,14365762,Positive,2016-02-13 00:00:00,Trump says he is running campaign of 'great optimism' https://t.co/Kw4LaRDey3 #politics,http://www.cnn.com/2016/02/12/politics/donald-trump-optimism-ted-cruz/index.html,0e3a4e1df7ae791f4de97a2d364946dc,Trump says he is running campaign of 'great optimism',2016-02-13 02:56:02,cnn,698345513792495617,01000
20900,692854742150590464,14365762,Positive,2016-01-28 00:00:00,"In Iowa, will Cruz vs. Trump come down to the 'Full Grassley'? https://t.co/EbSqrXFvh8 #politics",http://www.cnn.com/2016/01/27/politics/ted-cruz-donald-trump-iowa-99-counties/index.html,a9fa26fc4f9055f3f23dfb56eff218ab,"In Iowa, will Cruz vs. Trump come down to the 'Full Grassley'?",2016-01-27 23:22:22,cnn,692854742150590464,01000
20928,692983851694624770,14365762,Positive,2016-01-29 00:00:00,"DEBATE OPINION  Trump-free event good  for candidates, country https://t.co/1BVpVBArcp #politics",http://www.foxnews.com/opinion/2016/01/29/trump-free-debate-night-good-thing-for-candidates-country.html,1de3e8d10d7e45f4382a85618b64e6f0,"DEBATE OPINION  Trump-free event good  for candidates, country",2016-01-29 07:36:47,fox,692983851694624770,01000
21003,688043337111203840,14365762,Neutral,2016-01-15 00:00:00,"THINNING THE HERD: Cruz, Rubio emerge as primary Trump alternatives — but Christie, Bush not goin' away https://t.co/0ozAMSDm5a #politics",http://www.foxnews.com/politics/2016/01/15/gloves-off-for-top-tier-in-gop-race-after-debate.html,340f6d9eb60ea3ba9316d214e27521f2,"THINNING THE HERD: Cruz, Rubio emerge as primary Trump alternatives &#8212; but Christie, Bush not goin' away",2016-01-15 16:49:41,fox,688043337111203840,01000
21035,697371814079631360,14365762,Positive,2016-02-10 00:00:00,Who is Marco Rubio? https://t.co/00vRHsSyDH #politics,http://www.cnn.com/2016/02/10/politics/who-is-marco-rubio/index.html,7589a25674312babb68f1004902eea35,Who is Marco Rubio?,2016-02-10 10:29:08,cnn,697371814079631360,01000
21067,707720542502174722,14365762,Positive,2016-03-10 00:00:00,Top Rubio supporters: Trump attacks have backfired https://t.co/FI2joUyCrN #politics,http://www.cnn.com/2016/03/09/politics/marco-rubio-donald-trump/index.html,d69443be77dd90c5b09c211d067a5dd1,Top Rubio supporters: Trump attacks have backfired,2016-03-09 23:44:02,cnn,707720542502174722,01000
21073,715177654274629632,14365762,Positive,2016-03-30 00:00:00,"At GOP town hall, Trump's weaknesses and Cruz's strengths https://t.co/hD4YmYB1ub #politics",http://www.cnn.com/2016/03/30/opinions/cruz-trump-kasich-town-hall-sexton/index.html,cd24b3ff276d0dd698faa88ecda9e80c,Who won?,2016-03-30 14:30:02,cnn,715177654274629632,01000
21084,691364688806973440,14365762,Neutral,2016-01-24 00:00:00,Trump presses forward with attacks in Iowa https://t.co/9L5kMEBAyi #politics,http://www.cnn.com/2016/01/24/politics/donald-trump-iowa-rivals/index.html,8b8bdad088c33bbcea82ad8b6c08ecfc,Trump presses forward with attacks in Iowa,2016-01-24 20:24:14,cnn,691364688806973440,01000
21143,707939108862238722,14365762,Positive,2016-03-10 00:00:00,Cruz: Trump 'taking advantage' of uninformed voters https://t.co/jQrE9tZQOm #politics,http://www.cnn.com/2016/03/10/politics/ted-cruz-donald-trump-uniformed-voters/index.html,171c88f8836110a5ea7656c7b95d0475,Cruz: Trump 'taking advantage' of uninformed voters,2016-03-10 14:14:28,cnn,707939108862238722,01000
21185,689521552648507392,14365762,Positive,2016-01-19 00:00:00,Iowa governor wants Ted Cruz defeated https://t.co/ZakiCbzEoH #politics,http://www.cnn.com/2016/01/19/politics/terry-branstad-ted-cruz-defeat/index.html,923e81e91535db0b4df6400348ae988c,Iowa governor: Defeat Cruz,2016-01-19 18:38:50,cnn,689521552648507392,01000
21224,707947240837554176,14365762,Neutral,2016-03-10 00:00:00,Florida gov. punts on Trump's claim 'Islam hates us' https://t.co/P0A0SOoVJS #politics,http://www.cnn.com/2016/03/10/politics/florida-gov-rick-scott-trump-islam-hates-us/index.html,97fae89099e832fc27fe2e4a7725834d,Florida gov. punts on Trump's claim 'Islam hates us',2016-03-10 14:50:29,cnn,707947240837554176,01000
21439,706244503125028865,14365762,Negative,2016-03-05 00:00:00,Louis C.K.: 'Insane bigot' Donald Trump 'is Hitler' https://t.co/i7W93xseDW #politics,http://www.cnn.com/2016/03/05/politics/louis-ck-donald-trump-adolf-hitler/index.html,a57753dc1f54929581bf068584d8fd9f,Louis C.K.: Trump used to be funny,2016-03-05 22:10:25,cnn,706244503125028865,01000
21513,698519103313735685,14365762,Positive,2016-02-13 00:00:00,Republican debate: 5 things to watch https://t.co/wExf6w7T8W #politics,http://www.cnn.com/2016/02/13/politics/republican-debate-things-to-watch/index.html,a41a4bea0bfc804871c6fa14e1d79246,Republican debate: 5 things to watch,2016-02-13 14:15:15,cnn,698519103313735685,01000
21539,693184660923400193,14365762,Neutral,2016-01-29 00:00:00,Marco Rubio -- The Next American President https://t.co/m2PbWuswrx #politics,http://www.huffingtonpost.com/jed-leahenry/marco-rubio-the-next-amer_b_9098204.html,e703ca0a6963f72bf90536f818b016bd,Marco Rubio -- The Next American President,2016-01-29 21:25:59,huffpo,693184660923400193,01000
21544,696072396164505600,14365762,Positive,2016-02-06 00:00:00,"Commercial-free 'State of the Union' to feature Trump, Clinton, Sanders https://t.co/NqgA1OPzHo #politics",http://www.cnn.com/2016/02/06/politics/state-of-the-union-donald-trump-hillary-clinton-bernie-sanders/index.html,bac364a0ad2aad2163b581ba510bda90,"'State of the Union' to host Trump, Clinton, Sanders",2016-02-06 19:03:07,cnn,696072396164505600,01000
21559,723887279840833536,14365762,Positive,2016-04-23 00:00:00,"Maine governor, a Trump supporter, accuses Cruz campaign of lying  https://t.co/k9YFBkFP2l #politics",http://www.cnn.com/2016/04/23/politics/maine-republican-delegates-unity-ticket-gop-governor/index.html,2dfe6a7a5f4bb465cc7adf74196ce795,"Maine governor, a Trump supporter, accuses Cruz campaign of lying",2016-04-23 15:42:06,cnn,723887279840833536,01000
21642,710259896055406592,14365762,Positive,2016-03-17 00:00:00,Pro-Trump pastor: Sanders 'gotta get saved' https://t.co/Qh8Fql3c8V #politics,http://www.cnn.com/2016/03/14/politics/mark-burns-bernie-sanders-donald-trump/index.html,9c9514715867e760aef771fda5580729,Pro-Trump pastor: Sanders 'gotta get saved',2016-03-14 20:13:55,cnn,710259896055406592,01000
21695,697074262906167296,14365762,Neutral,2016-02-09 00:00:00,Trump: Rubio 'may have lost some momentum' https://t.co/YNnIk7B3SS #politics,http://www.cnn.com/2016/02/08/politics/trump-rubio-momentum-interview/index.html,e4add14b5cd1ce184b78194079937958,Trump: Rubio 'may have lost some momentum',2016-02-08 11:38:10,cnn,697074262906167296,01000
21749,697549414735470593,14365762,Positive,2016-02-10 00:00:00,First on CNN: Top South Carolina business leader to endorse Donald Trump https://t.co/Ultf82FzZt #politics,http://www.cnn.com/2016/02/10/politics/donald-trump-endorsement-bill-stern-south-carolina/index.html,e887cd32a7cbfc96f1706bbdd95548ff,First on CNN: Top South Carolina business leader to endorse Donald Trump,2016-02-10 22:07:04,cnn,697549414735470593,01000
21784,692896727758684160,14365762,Positive,2016-01-29 00:00:00,Obama calls out GOP's 'phony tough talk and bluster' https://t.co/lXUVBz3UwH #politics,http://www.cnn.com/2016/01/28/politics/obama-phony-tough-talk-gop/index.html,407f8c10481403f7325674d750ca3ef6,Obama calls out GOP's 'phony tough talk and bluster',2016-01-29 02:05:01,cnn,692896727758684160,01000
21787,695322500159442944,14365762,Neutral,2016-02-04 00:00:00,"Trump rips media, questions cost of self-funding his campaign https://t.co/LraO78aO3V #politics",http://www.cnn.com/2016/02/02/politics/donald-trump-media-funding-tweets/index.html,86e2188d20caa3da56d1b59cf752ffc2,Donald Trump reemerges to rip media coverage of his Iowa finish,2016-02-02 18:32:34,cnn,695322500159442944,01000
21823,694942267635818497,14365762,Positive,2016-02-03 00:00:00,"In Iowa, Hillary Shows She's Learned Something About Running While Female https://t.co/FSJqmbwOPQ #politics",http://www.huffingtonpost.com/thecut/hillary-clinton-running-while-female_b_9151354.html,f5b25e6d1a6b8ddb9cbe25e3747f1e31,"In Iowa, Hillary Shows She's Learned Something About Running While Female",2016-02-03 17:38:56,huffpo,694942267635818497,01000
21856,702934388615544832,14365762,Positive,2016-02-25 00:00:00,Republicans gather for high-stakes debate before Super Tuesday https://t.co/nOBnLF7pBj #politics,http://www.cnn.com/2016/02/25/politics/republican-debate-highlights/index.html,3951d72a872c713b1860ab83e9535379,Republicans gather for high-stakes debate before Super Tuesday,2016-02-25 20:05:54,cnn,702934388615544832,01000
21872,688046764251869185,14365762,Positive,2016-01-15 00:00:00,Jeb Bush Picks Up Endorsement From Lindsey Graham  https://t.co/2nhPQovtJ2 #politics,http://www.npr.org/2016/01/15/463180823/jeb-bush-picks-up-endorsement-from-lindsey-graham,42145a9d7fd4b34108831c2ac3528cd3,Jeb Bush Picks Up Endorsement From Lindsey Graham,2016-01-15 17:13:00,npr,688046764251869185,01000
21947,692175787512958976,14365762,Positive,2016-01-27 00:00:00,Trump spars with conservative Bob Vander Plaats https://t.co/ZEwVeeAKnL #politics,http://www.cnn.com/2016/01/26/politics/donald-trump-iowa-family-values/index.html,6c810f6508dd26967f00bfbc3f2f7eb1,Trump spars with conservative Bob Vander Plaats,2016-01-27 02:08:35,cnn,692175787512958976,01000
21972,692881157470363649,14365762,Positive,2016-01-29 00:00:00,The Stream: Iowa GOP Debate Edition https://t.co/lmlYcy5xeZ #politics,http://www.npr.org/2016/01/28/464776960/the-stream-iowa-gop-debate-edition,fdabe21272235a834198ec13158e56ad,The Stream: Iowa GOP Debate Edition,2016-01-29 01:17:37,npr,692881157470363649,01000
21984,712588788288106497,14365762,Positive,2016-03-23 00:00:00,Jeb Bush backs Ted Cruz for president https://t.co/pmfUk536FU #politics,http://www.cnn.com/2016/03/23/politics/jeb-bush-ted-cruz-endorsement/index.html,056c1c390bfa573c5d1cde2195910664,Jeb Bush backs Cruz,2016-03-23 10:52:34,cnn,712588788288106497,01000
22100,692342086943838208,14365762,Neutral,2016-01-27 00:00:00,"Trump recruits Iowa football players, wrestlers in final campaign push... https://t.co/bfwxg2hDHQ #politics",https://www.washingtonpost.com/news/post-politics/wp/2016/01/27/in-iowa-city-donald-trump-uses-college-football-players-and-wrestlers-to-woo-young-voters/,43d6fdb9490a33fee0ff4778ccc55a90,"In Iowa City, Donald Trump uses college football players and wrestlers to woo young voters",2016-01-27 09:23:43,washpo,692342086943838208,01000
22162,699301844997246976,14365762,Neutral,2016-02-15 00:00:00,DERAILING THE DONALD? Kurtz: Trump dusts off attacks ahead of SC vote  https://t.co/Uizr97XZ3b #politics,http://www.foxnews.com/politics/2016/02/15/trump-hit-hard-in-debate-but-can-attacks-in-sc-break-through.html,2c807ce6ddcca930a2c5551ad02556ec,"MEDIA BUZZ: Trump hit hard in debate, but can attacks in SC break through? - GOP candidates ramp up attacks after fiery debate - COMPLETE 2016 CAMPAIGN COVERAGE",2016-02-15 10:45:22,fox,699301844997246976,01000
22164,703064726775992320,14365762,Positive,2016-02-26 00:00:00,The most memorable quotes from the Republican debate in Houston https://t.co/osqXuGlPLu #politics,http://www.cnn.com/2016/02/25/politics/best-quotes-republican-debate-houston/index.html,b4f2ccd415c1588327f97a1d6747cf82,The most memorable quotes of the CNN Republican debate,2016-02-26 02:53:58,cnn,703064726775992320,01000
22170,690616016125059073,14365762,Neutral,2016-01-22 00:00:00,Bush mocks Trump's expensive wardrobe https://t.co/Nv1fLnFrbZ #politics,http://www.cnn.com/2016/01/22/politics/jeb-bush-donald-trump-boots-clothes/index.html,efde99ca3363c05a63ef1ab5582fe882,Bush mocks Trump's expensive wardrobe,2016-01-22 19:03:07,cnn,690616016125059073,01000
22174,691651789930786816,14365762,Positive,2016-01-25 00:00:00,"DISMISSIVE OBAMA  Calls Bernie a 'bright, shiny object' in defending Hillary https://t.co/6WNSBlcmX0 #politics",http://www.foxnews.com/politics/2016/01/25/obama-defends-clinton-likens-sanders-to-bright-shiny-object.html,24f555df62f9ba7e8ebd00ff2aab718a,"DISMISSIVE OBAMA  Calls Bernie a 'bright, shiny object' in defending Hillary",2016-01-25 15:37:16,fox,691651789930786816,01000
22187,713489015622803456,14365762,Neutral,2016-03-25 00:00:00,Arizona restaurant owner faces backlash after appearing with Trump https://t.co/mn26BHbYL1 #politics,http://www.cnn.com/2016/03/24/politics/donald-trump-arizona-sammys-mexican-grill/index.html,a0896a72e485fea36c3399a2583d58cb,Arizona restaurant owner under siege after appearing onstage with Donald Trump,2016-03-24 13:03:15,cnn,713489015622803456,01000
22196,684526279668936705,14365762,Neutral,2016-01-06 00:00:00,Trump raises Cruz's eligibility to run for president https://t.co/FcXPJOsVy6 #politics,http://www.cnn.com/2016/01/05/politics/donald-trump-ted-cruz-eligibility/index.html,4188244382f38b7fe5d9cacec8928913,Trump raises Cruz's eligibility to run for president,2016-01-05 23:50:54,cnn,684526279668936705,01000
22422,692156668562554880,14365762,Positive,2016-01-27 00:00:00,Trump deflects specifics when it comes to abortion position https://t.co/tYqvduVkxG #politics,http://www.cnn.com/2016/01/26/politics/donald-trump-abortion/index.html,a1d60e4ed647aaec65510a4ac2228877,Trump deflects specifics when it comes to abortion position,2016-01-27 01:20:06,cnn,692156668562554880,01000
22500,691432836524589057,14365762,Neutral,2016-01-25 00:00:00,CASTING DOUBT  Schiff joins fellow Democrats in critiquing IG letter on Clinton emails https://t.co/izcEDRHRLp #politics,http://www.foxnews.com/politics/2016/01/24/rep-schiff-joins-fellow-dems-in-casting-doubt-on-ig-letter-on-clinton-emails.html,ce77e082c8f041470f9efa73afdaf38d,CASTING DOUBT  Schiff joins fellow Democrats in critiquing IG letter on Clinton emails,2016-01-25 00:59:13,fox,691432836524589057,01000
22524,684877182360023040,14365762,Neutral,2016-01-06 00:00:00,Trump: North Korea is China's problem to fix https://t.co/StDYrbJxNo #politics,http://www.cnn.com/2016/01/06/politics/donald-trump-north-korea-china-ted-cruz-immigration/index.html,d2de5f3da07f08ecac6905cd08dce7f8,"U.S. needs to pressure China to fix North Korea, Trump says",2016-01-06 23:05:04,cnn,684877182360023040,01000
22534,699943064354291712,14365762,Neutral,2016-02-17 00:00:00,Man shouts 'waterboard Hillary' at Rubio rally https://t.co/qp2eDAYTCw #politics,http://www.cnn.com/2016/02/17/politics/marco-rubio-waterboard-hillary-clinton-joke/index.html,28f6408f5c3766666dd297c871b12429,Man shouts 'waterboard Hillary' at Rubio rally,2016-02-17 12:33:42,cnn,699943064354291712,01000
22567,702206139920990208,14365762,Positive,2016-02-23 00:00:00,How Trump blasted George W. Bush in S.C. — and still won https://t.co/q7UKl4Ijy7 #politics,http://www.cnn.com/2016/02/20/politics/donald-trump-south-carolina-military/index.html,4a5fe48f21bf0116eb61359068e7428d,How Donald Trump blasted George W. Bush in S.C. -- and won,2016-02-21 04:57:40,cnn,702206139920990208,01000
22578,685561183844352001,14365762,Neutral,2016-01-08 00:00:00,Cruz on Trump: I'll never have 'a plane with my name on it' https://t.co/oIPEZTxlgV #politics,http://www.cnn.com/2016/01/08/politics/ted-cruz-iowa-donald-trump/index.html,2d7b4beceee2ae2adff82a7128de574f,Ted Cruz on Trump: I'll never have 'a plane with my name on it',2016-01-08 19:47:16,cnn,685561183844352001,01000
22584,693851827268382720,14365762,Positive,2016-01-31 00:00:00,"In Iowa, Cruz shifts focus from Trump to Rubio https://t.co/HzJeuTiW40 #politics",http://www.cnn.com/2016/01/29/politics/ted-cruz-marco-rubio-republican-obama/index.html,6bf352561bb4ab45b218bcdeeac5bd10,"First on CNN: In TV spot, Cruz calls Rubio 'the Republican Obama'",2016-01-29 23:27:23,cnn,693851827268382720,01000
22607,685269042999984129,15210410,Positive,2016-01-08 00:00:00,"""Marco Rubio quietly has been using a private jet almost exclusively for his campaign travel."" via @politico https://t.co/vTnAj4qw1O",http://www.politico.com/story/2016/01/marco-rubio-spending-private-jets-217420,5e8675f91aec5938497df32e2eaeae1b,Rubio ditches thrift and flies private jets almost exclusively,2016-01-06 21:29:46,politico,685269042999984129,01000
22636,696477568455806980,14365762,Neutral,2016-02-07 00:00:00,Barbara Bush on Trump: 'I'm sick of him' https://t.co/kHtkADrkDl #politics,http://www.cnn.com/2016/02/05/politics/barbara-bush-jeb-bush-donald-trump/index.html,36a46195e5a79d244846758799b00a25,Barbara Bush on Trump: 'I'm sick of him',2016-02-05 22:04:51,cnn,696477568455806980,01000
22798,692330491362566145,14365762,Neutral,2016-01-27 00:00:00,Iowans react to Trump debate decision https://t.co/JJuzjYBX3z #politics,http://www.cnn.com/2016/01/26/politics/donald-trump-gop-debate-iowa/index.html,896c9803e33ce8c9e6a003bca944899b,Iowans react to Trump debate decision,2016-01-27 03:54:15,cnn,692330491362566145,01000
22818,689563728535228416,7039782,Negative,2016-01-19 00:00:00,The stuff nightmares are made of: How Donald Trump defeats Hillary Clinton https://t.co/SOtN2qtV8i,http://www.politico.com/story/2016/01/how-donald-trump-defeats-hillary-clinton-217868,863065325cbdc587b8f1847a2bb69e14,How Donald Trump defeats Hillary Clinton,2016-01-19 10:17:48,politico,689563728535228416,01000
22841,693104646966132736,14365762,Positive,2016-01-29 00:00:00,IOWA HOME STRETCH: GOP underdogs show new post-debate life in drive to caucus day https://t.co/eWZxjkbu8F #politics,http://www.foxnews.com/politics/2016/01/29/republicans-barnstorm-iowa-after-debate-as-underdogs-show-new-life.html,82bcb84bab2bc049c70e234b1e69940c,IOWA HOME STRETCH: GOP underdogs show new post-debate life in drive to caucus day,2016-01-29 15:32:24,fox,693104646966132736,01000
22864,684415737117687809,14365762,Positive,2016-01-05 00:00:00,Republicans vow to undo Obama's gun actions https://t.co/qcmiCSoEOh #politics,http://www.cnn.com/2016/01/03/politics/republicans-react-to-obama-gun-control/index.html,36bd0756d56aa486876059f8c12d0fbf,Republicans vow to undo Obama's gun actions,2016-01-04 18:43:49,cnn,684415737117687809,01000
22949,692881399439687681,14365762,Negative,2016-01-29 00:00:00,"FOX NEWS/GOOGLE GOP DEBATE Fiorina launches scorching attack on Hillary, says 'should be prosecuted' https://t.co/sq6wxBbRPC #politics",http://www.foxnews.com/politics/2016/01/28/candidates-slam-clinton-media-in-first-gop-debate.html,fa48d0ed9e6752c43f583d9d3ff1a54d,"FOX NEWS/GOOGLE GOP DEBATE Fiorina launches scorching attack on Hillary, says 'should be prosecuted'",2016-01-29 01:04:49,fox,692881399439687681,01000
22974,690297897439592448,14365762,Positive,2016-01-21 00:00:00,Graham on choosing between Trump and Cruz: 'It's like being shot or poisoned' https://t.co/wfhSUV2Wwg #politics,http://www.cnn.com/2016/01/21/politics/lindsey-graham-donald-trump-ted-cruz-poison-or-shot/index.html,92b050db54f315c5a8ea79e15c9d28b1,Graham on choosing between Trump and Cruz: 'It's like being shot or poisoned',2016-01-21 21:53:41,cnn,690297897439592448,01000
23105,687389312145477633,229207628,Neutral,2016-01-13 00:00:00,"In Nikki Haley’s Conservative Critique, a Model for the @GOP? on @WSJPolitics h/t @DougHeye https://t.co/mXvHgoa2jz https://t.co/j4bUF1dJ5F",http://blogs.wsj.com/washwire/2016/01/13/in-nikki-haleys-conservative-critique-a-model-for-the-gop/,dffe9db3eb0f83892a3772a7ef0a3e14,"In Nikki Haley’s Conservative Critique, a Model for the GOP?",2016-01-13 15:09:24,wsj,687389312145477633,01000
23131,690385708004040705,14365762,Positive,2016-01-22 00:00:00,Barbara Bush campaign video for Jeb Bush: 'I think he'll be a great President' https://t.co/cniZkwAz8s #politics,http://www.cnn.com/2016/01/21/politics/barbara-bush-jeb-bush-video/index.html,bab07ec4cdf3f462357fc496e171102d,Barbara Bush campaigns for Jeb,2016-01-22 03:49:14,cnn,690385708004040705,01000
23148,691292938232537088,14365762,Positive,2016-01-24 00:00:00,"Clinton ally: Trump, not Cruz likely GOP nominee https://t.co/prPuaEGdi4 #politics",http://www.cnn.com/2016/01/24/politics/donald-trump-david-brock-ted-cruz-2016/index.html,652aa73b7931f0b2d377c909572d2444,Clinton ally: Trump is likely GOP nominee,2016-01-24 15:49:06,cnn,691292938232537088,01000
23272,702974367941189633,14365762,Negative,2016-02-25 00:00:00,"In Mexico, Biden says most Americans don't agree with GOP's 'damaging' rhetoric https://t.co/YzyfIBGhqz #politics",http://www.cnn.com/2016/02/25/politics/joe-biden-mexico-campaign-rhetoric-donald-trump/index.html,fbb9b1884bc075ea522b74c3b9ab2501,"In Mexico, Biden says most Americans don't agree with GOP's 'damaging' rhetoric",2016-02-25 21:39:13,cnn,702974367941189633,01000
23275,706831755349782529,14365762,Neutral,2016-03-07 00:00:00,Sanders: GOP debates proof 'we need to invest' in mental health https://t.co/317hoNI32L #politics,http://www.cnn.com/2016/03/06/politics/bernie-sanders-republican-debates-mental-health/index.html,cb1fb94b394185d4e084ed9423961efc,Bernie Sanders: GOP debates proof 'we need to invest' in mental health,2016-03-07 04:57:22,cnn,706831755349782529,01000
23276,704926737122066433,14365762,Neutral,2016-03-02 00:00:00,GOP reaches a crossroads https://t.co/pTn51htVsQ #politics,http://www.cnn.com/2016/03/02/politics/donald-trump-super-tuesday-republican-party/index.html,d956dabb474ab19a92b28479effd6752,GOP reaches a crossroads,2016-03-02 06:29:53,cnn,704926737122066433,01000
23347,692425773945352192,14365762,Neutral,2016-01-27 00:00:00,Veterans group to Trump: Keep your donations https://t.co/9WlLrH7Ixd #politics,http://www.cnn.com/2016/01/27/politics/donald-trump-veterans-fox-news-debate/index.html,bb84777cb5ff155154497c76f2b01b87,Veterans group to Trump: Keep your donations,2016-01-27 18:48:16,cnn,692425773945352192,01000
23423,694911745412984832,14365762,Positive,2016-02-03 00:00:00,Politics Podcast: Tossing Coins In Iowa And Ted Cruz's Win https://t.co/qTJv8AmHJP #politics,http://www.npr.org/2016/02/03/465297796/politics-podcast-tossing-coins-in-iowa-and-ted-cruzs-win,d175723778f4eb88c300205589e6d200,Politics Podcast: Tossing Coins In Iowa And Ted Cruz's Win,2016-02-03 15:38:37,npr,694911745412984832,01000
23497,694620710203973633,14365762,Positive,2016-02-02 00:00:00,Who is Ted Cruz? https://t.co/bpR1YQTUjj #politics,http://www.cnn.com/2016/02/02/politics/who-is-ted-cruz/index.html,bae3aa429d35d56120c0582cc34f1448,Who is Ted Cruz?,2016-02-02 19:35:41,cnn,694620710203973633,01000
23531,717548434807525380,14365762,Positive,2016-04-06 00:00:00,Why China may cheer a Trump presidency and dread a Clinton one https://t.co/gNFIO3qgmw #politics,http://www.cnn.com/2016/04/05/politics/china-hillary-clinton-donald-trump/index.html,32af11b8e9ce0eda67dcc81b25a18567,Why China may want Trump to win,2016-04-06 03:25:51,cnn,717548434807525380,01000
23782,704907596227080192,14365762,Positive,2016-03-02 00:00:00,Clinton wins tennis match while GOP keeps mudwrestling https://t.co/td6YiGYwog #politics,http://www.cnn.com/2016/03/01/opinions/hillary-clinton-victory-super-tuesday-brazile/index.html,2c62d2e924b078bdea4ede2f26013d3a,Hillary Clinton wins tennis match while GOP keeps mud wrestling (Opinion),2016-03-02 03:23:47,cnn,704907596227080192,01000
23868,697027714059014149,14365762,Positive,2016-02-09 00:00:00,"In final day of campaigning, Trump tries to strike an intimate note https://t.co/QaEn12wkGw #politics",http://www.cnn.com/2016/02/09/politics/donald-trump-new-hampshire-campaigning/index.html,659f50bec0a942de978b386be5b7796d,Trump tries to strike an intimate note,2016-02-09 11:50:16,cnn,697027714059014149,01000
24019,692345919711354881,14365762,Positive,2016-01-27 00:00:00,Donald Trump's Brutal Charm https://t.co/ZeTekj46Wv #politics,http://www.huffingtonpost.com/jedediah-purdy/donald-trumps-brutal-char_b_9087518.html,e7bbe023343ca853700884cd54d51b39,Donald Trump's Brutal Charm,2016-01-27 13:38:38,huffpo,692345919711354881,01000
24102,686173693555437568,14365762,Positive,2016-01-10 00:00:00,Economy And Immigration: What's Dividing Republicans https://t.co/ql4jOiiCx6 #politics,http://www.npr.org/2016/01/10/462433801/economy-and-immigration-whats-dividing-republicans,9362f46272b11abf793988281fc9ae68,Economy And Immigration: What's Dividing Republicans,2016-01-10 12:57:00,npr,686173693555437568,01000
24125,715251658884775937,14365762,Positive,2016-03-30 00:00:00,Poll: Cruz holds wide lead over Trump in Wisconsin https://t.co/DT3pOa0mPF #politics,http://www.cnn.com/2016/03/30/politics/wisconsin-poll-ted-cruz-bernie-sanders-lead/index.html,7fbc19abd6dbf864da042e5735ba4ffc,Poll: Cruz holds wide lead in Wisc.,2016-03-30 19:42:29,cnn,715251658884775937,01000
24133,689415866392272896,14365762,Positive,2016-01-19 00:00:00,Cruz's New Hampshire dream: Bury Marco Rubio https://t.co/sPcwTRvlsr #politics,http://www.cnn.com/2016/01/19/politics/ted-cruz-marco-rubio-new-hampshire/index.html,d389063bfd47a882cacbb80ce0535fe5,Cruz's New Hampshire dream: Bury Marco Rubio,2016-01-19 11:34:38,cnn,689415866392272896,01000
24189,693817832505761792,14365762,Positive,2016-01-31 00:00:00,Donald Trump Tests Culture And Character Priorities For Evangelicals https://t.co/2hYEX7AZze #politics,http://www.npr.org/2016/01/31/465041922/donald-trump-tests-culture-and-character-priorities-for-evangelicals,803ddf786d3ef68a4158734b6e292586,Donald Trump Tests Culture And Character Priorities For Evangelicals,2016-01-31 15:12:19,npr,693817832505761792,01000
24190,692854730825936896,14365762,Positive,2016-01-28 00:00:00,"Voters Don't See Trump As Religious, But Also Don't Seem To Care https://t.co/KB1rRj4JPy #politics",http://www.npr.org/2016/01/28/464754502/voters-dont-see-trump-as-religious-but-also-dont-seem-to-care,521210c3e1431dc2dc4032ef9aae06ed,"Voters Don't See Trump As Religious, But Also Don't Seem To Care",2016-01-28 23:34:45,npr,692854730825936896,01000
24191,693478333393272833,14365762,Positive,2016-01-30 00:00:00,COUNTDOWN TO IOWA: GOP presidential hopefuls tee off on new Clinton email revelations https://t.co/dTa4ebsqnS #politics,http://www.foxnews.com/politics/2016/01/30/gop-presidential-candidates-hammer-on-clinton-email-in-final-days-before-iowa-caucus.html,aba4dff68b4163d91d01c09908fbcdb6,COUNTDOWN TO IOWA: GOP presidential hopefuls tee off on new Clinton email revelations,2016-01-30 16:37:32,fox,693478333393272833,01000
